300
1;1;1;CAF;CAF-29;1;3;NEO;NEO-11;2;2;35;21;31;8;25;36;4;43;31;6;24;19;43;20;44;7;18;33;26;40;6;9;12;9;40;37;48;23;15;5;45;22;37;16;33;9;10;13;46;33
2;1;2;ORC;ORC-7;3;1;TRI;TRI-34;1;4;3;25;11;19;49;28;25;29;4;1;29;7;29;32;4;50;42;46;21;41;43;42;13;11;47;14;42;28;8;20;40;23;43;34;3;37;10;7;49;12
3;1;3;ORC;ORC-3;4;5;COP;COP-3;4;3;35;30;50;24;12;20;20;29;41;14;3;37;42;11;6;23;4;17;16;14;2;7;19;10;35;32;20;39;6;33;5;3;22;42;48;7;35;3;9;32
4;1;4;MOR;MOR-3;2;2;COP;COP-21;5;3;22;45;23;46;46;10;22;11;29;20;39;1;33;3;27;42;33;1;11;17;20;7;46;40;38;7;5;38;37;3;18;40;21;1;39;22;1;27;14;16
5;1;5;MOR;MOR-6;3;4;NEO;NEO-6;4;4;1;46;35;46;39;24;25;34;6;50;45;32;34;35;9;21;12;37;18;39;15;48;29;3;13;13;18;1;23;20;40;47;34;32;43;7;30;30;13;30
6;1;6;CAF;CAF-34;4;2;COP;COP-28;1;1;15;26;20;13;8;48;6;41;29;29;4;7;5;35;23;43;19;8;15;46;8;21;18;28;35;36;14;33;41;10;6;15;22;45;8;23;46;48;8;1
7;1;7;CAF;CAF-30;4;1;COP;COP-18;4;4;23;43;16;28;15;12;10;30;4;28;38;9;40;44;41;38;26;41;16;37;6;21;35;8;38;16;31;11;8;48;14;44;20;40;9;1;46;49;22;43
8;1;8;MOR;MOR-9;4;3;NEO;NEO-34;5;2;1;11;14;37;42;39;20;24;18;29;30;36;26;37;44;24;15;10;33;48;17;35;39;20;31;41;3;2;18;1;7;22;47;44;41;49;15;5;37;40
9;1;9;MOR;MOR-13;3;3;NEO;NEO-17;5;5;34;36;4;50;13;41;20;1;15;2;5;32;42;38;34;20;43;2;26;35;25;28;7;3;46;25;41;50;4;46;7;16;6;3;31;35;49;50;19;46
10;1;10;MOR;MOR-29;2;5;TRI;TRI-32;4;4;24;2;29;20;10;11;31;15;45;43;29;40;2;16;39;38;35;24;46;49;9;31;30;40;4;8;12;21;9;40;28;9;49;20;18;23;6;17;1;40
11;1;11;MOR;MOR-2;3;1;COP;COP-26;2;1;34;21;4;26;45;50;2;46;1;13;7;40;48;46;37;41;28;10;1;21;46;25;19;42;6;4;1;44;5;14;28;48;19;35;49;38;30;47;20;21
12;1;12;MOR;MOR-14;4;1;TRI;TRI-8;5;3;36;37;24;14;31;49;34;17;10;2;9;39;44;11;10;35;11;41;30;24;37;36;6;18;48;27;22;19;44;31;30;42;28;22;48;49;7;47;39;20
