1500
1;1;1;ORC;ORC-19;5;3;NEO;NEO-121;3;1;4;11;11;20;23;35;40;45;18;50;50;37;47;46;2;17;45;6;3;18;12;26;10;49;38;32;1;32;36;14;30;2;44;6;6;39;34;36;45;50
2;1;2;ORC;ORC-6;5;1;COP;COP-48;4;2;2;9;23;33;21;3;16;15;10;32;30;25;14;2;22;34;5;37;14;29;24;13;21;27;2;28;29;32;28;4;29;41;50;24;50;41;26;50;48;7
3;1;3;MOR;MOR-114;2;1;COP;COP-147;4;4;4;3;43;42;11;31;39;9;27;35;14;50;6;3;15;37;42;17;9;34;10;39;12;4;45;9;43;13;44;31;37;13;1;11;29;12;18;39;50;30
4;1;4;CAF;CAF-55;3;1;NEO;NEO-164;4;4;26;29;30;45;35;42;18;42;49;30;32;21;2;26;16;33;17;24;31;2;15;5;31;27;35;3;47;21;47;24;2;44;38;13;34;11;36;24;40;50
5;1;5;CAF;CAF-167;4;2;NEO;NEO-93;4;2;41;4;32;21;4;7;8;8;39;50;27;9;47;35;46;37;43;39;50;16;15;10;3;5;37;36;46;36;15;19;8;37;37;22;19;28;16;20;40;40
6;1;6;CAF;CAF-50;1;5;COP;COP-105;4;1;25;17;3;28;36;15;18;28;18;36;47;42;37;19;45;43;7;1;30;11;29;29;13;46;45;5;32;4;17;18;12;19;28;26;10;35;2;19;38;37
7;1;7;MOR;MOR-130;4;1;NEO;NEO-39;4;1;5;21;37;38;20;47;41;31;3;9;1;3;43;41;18;31;17;37;40;27;10;6;15;5;13;34;1;41;13;3;7;28;6;4;50;15;16;20;42;49
8;1;8;MOR;MOR-73;3;1;TRI;TRI-64;5;4;48;26;40;17;9;12;8;49;47;38;48;5;36;4;13;28;36;48;7;4;19;46;4;15;43;43;2;49;2;14;35;46;24;3;22;40;44;47;35;41
9;1;9;ORC;ORC-7;1;3;NEO;NEO-82;2;1;3;11;30;14;11;35;20;37;15;48;41;20;2;33;15;5;2;30;24;42;38;1;41;18;19;47;45;31;46;9;38;38;4;26;36;42;17;28;7;7
10;1;10;MOR;MOR-133;1;3;COP;COP-165;1;4;43;31;26;42;35;34;11;31;25;14;47;39;45;48;31;19;23;45;2;18;5;25;24;21;14;48;50;43;32;37;31;45;13;50;7;36;19;45;2;10
11;1;11;MOR;MOR-148;4;2;COP;COP-63;3;2;11;47;36;29;37;14;7;19;40;7;45;19;6;30;36;48;17;10;14;37;22;9;4;36;15;1;44;40;31;4;34;41;10;26;25;42;29;19;21;13
12;1;12;ORC;ORC-113;1;5;TRI;TRI-154;4;5;27;29;9;19;47;23;25;13;34;47;24;28;9;26;1;28;45;13;11;31;17;23;36;18;35;31;4;24;30;26;12;41;27;30;9;11;14;35;30;25
13;1;13;MOR;MOR-108;4;5;COP;COP-18;3;5;30;33;49;10;48;18;30;23;20;19;6;2;11;18;23;34;16;21;21;7;7;28;1;44;41;42;48;5;14;42;37;48;42;45;47;12;25;26;7;47
14;1;14;ORC;ORC-109;5;4;COP;COP-58;1;2;16;7;13;16;40;43;2;36;17;11;24;42;2;8;31;10;43;15;39;26;15;11;44;42;25;36;36;2;7;10;48;28;47;49;20;35;47;39;40;36
15;1;15;CAF;CAF-87;2;2;NEO;NEO-80;4;4;35;33;19;24;34;35;43;31;30;5;20;4;47;5;33;16;3;11;32;15;44;31;25;29;12;32;50;28;28;38;32;33;12;40;29;37;5;28;9;27
16;1;16;CAF;CAF-9;5;5;TRI;TRI-104;4;3;8;38;31;22;33;19;36;44;42;36;36;20;45;34;16;44;40;25;40;38;47;22;47;11;47;46;13;40;19;39;24;40;32;14;4;2;24;4;21;23
17;1;17;CAF;CAF-150;5;5;TRI;TRI-80;1;1;32;5;34;43;41;21;10;6;11;4;1;3;32;1;25;25;37;23;20;29;26;16;36;17;37;50;8;8;48;9;50;7;23;41;30;18;39;13;13;46
18;1;18;CAF;CAF-66;2;3;NEO;NEO-137;1;2;33;12;44;23;11;16;6;13;27;6;38;34;42;18;34;32;44;5;31;1;20;28;21;30;32;15;8;1;16;20;24;23;38;6;39;27;26;13;34;39
19;1;19;MOR;MOR-7;2;4;COP;COP-130;1;4;32;24;47;29;6;27;13;35;24;5;5;31;3;26;38;17;12;6;43;2;46;8;28;38;9;24;1;18;41;15;23;32;12;43;9;36;8;5;16;27
20;1;20;CAF;CAF-101;5;1;TRI;TRI-26;4;2;7;16;27;16;48;13;43;45;30;39;35;43;26;14;27;46;18;33;18;29;17;31;39;16;24;23;37;6;11;19;17;13;40;13;16;7;8;48;29;29
21;1;21;MOR;MOR-147;3;5;TRI;TRI-73;5;3;32;14;37;48;43;20;20;20;15;48;14;33;9;26;16;23;31;16;9;13;22;27;9;20;40;26;42;47;39;37;7;41;41;26;8;40;3;24;44;32
22;1;22;MOR;MOR-155;5;3;NEO;NEO-147;1;3;8;14;49;37;26;20;4;49;16;12;22;8;5;11;37;43;13;2;23;11;39;36;38;1;40;18;45;39;15;32;28;49;17;18;31;9;35;21;38;20
23;1;23;CAF;CAF-56;4;2;TRI;TRI-82;5;2;31;6;3;28;50;38;15;21;31;31;40;17;7;18;5;43;50;43;47;12;41;6;21;40;35;22;43;16;1;18;49;3;11;7;26;39;49;41;21;25
24;1;24;MOR;MOR-163;4;2;COP;COP-111;3;4;45;32;23;29;3;40;25;50;35;6;4;10;3;32;25;11;21;13;18;14;6;8;38;34;12;2;40;40;16;39;43;34;23;45;43;46;21;22;33;39
25;1;25;CAF;CAF-4;3;5;TRI;TRI-9;1;3;25;10;34;46;5;32;11;37;9;48;7;47;16;49;4;34;12;27;17;2;50;16;4;34;28;30;23;44;44;3;16;22;26;6;45;48;45;28;3;8
26;1;26;MOR;MOR-161;5;2;NEO;NEO-16;2;4;36;25;8;20;11;19;6;32;4;28;13;40;35;46;30;9;17;3;40;3;45;41;24;1;48;18;22;20;40;26;32;40;26;43;2;49;50;41;4;39
27;1;27;ORC;ORC-122;1;1;TRI;TRI-10;4;1;38;35;26;47;15;4;20;7;18;49;20;44;49;36;44;27;16;35;12;5;18;26;5;19;6;2;5;10;11;47;16;36;35;7;3;21;6;39;31;17
28;1;28;ORC;ORC-26;2;1;NEO;NEO-8;5;5;46;45;45;36;39;36;24;2;50;24;35;13;41;39;30;37;14;23;24;13;8;5;15;2;12;47;49;45;4;40;1;18;46;27;8;42;14;21;8;29
29;1;29;ORC;ORC-143;1;4;NEO;NEO-52;5;2;4;29;38;10;50;1;3;15;43;28;42;35;24;30;2;2;15;21;19;9;40;28;28;1;38;35;49;29;40;12;30;26;49;10;22;36;35;36;17;16
30;1;30;MOR;MOR-98;1;3;TRI;TRI-148;3;3;21;15;18;26;47;43;44;19;2;4;33;5;8;25;45;47;37;7;17;29;30;12;24;38;15;10;14;2;38;25;15;2;49;36;13;39;8;27;49;29
31;1;31;ORC;ORC-127;3;5;TRI;TRI-114;5;3;20;30;31;17;44;32;9;8;9;32;16;30;13;22;39;29;30;33;45;18;27;18;12;11;48;20;28;33;26;33;47;16;18;10;4;18;6;5;41;26
32;1;32;CAF;CAF-96;3;2;TRI;TRI-163;5;4;37;48;29;17;25;8;14;11;46;17;28;16;42;15;47;42;35;12;33;9;32;15;26;28;13;22;3;14;33;28;39;22;16;9;46;25;49;19;4;15
33;1;33;ORC;ORC-63;1;1;NEO;NEO-49;4;1;25;3;50;16;45;20;7;6;21;24;48;13;16;5;44;2;21;1;4;20;18;1;15;2;24;30;3;12;32;15;31;48;33;38;5;18;33;14;28;32
34;1;34;ORC;ORC-166;4;4;COP;COP-116;4;2;8;48;29;11;44;48;36;25;33;50;39;1;36;23;12;20;22;39;6;29;34;7;35;37;3;37;19;31;47;42;22;20;13;27;5;43;8;46;12;48
35;1;35;MOR;MOR-47;1;5;TRI;TRI-1;2;4;42;4;6;26;14;18;29;38;43;15;30;50;31;10;24;38;13;5;28;28;32;20;41;20;5;34;14;19;45;14;12;29;43;5;10;3;1;48;47;8
36;1;36;ORC;ORC-108;4;5;TRI;TRI-164;1;2;34;18;46;30;37;11;1;33;22;27;28;32;44;8;50;10;4;7;26;20;3;36;10;47;20;48;17;24;30;21;11;14;44;44;9;9;37;5;12;30
37;1;37;ORC;ORC-98;3;5;COP;COP-119;1;3;42;28;41;13;24;2;49;22;4;45;25;7;34;11;16;38;14;42;25;37;3;23;40;34;32;21;4;46;1;15;8;42;33;14;27;18;14;17;24;18
38;1;38;ORC;ORC-141;3;3;NEO;NEO-149;3;2;40;48;17;42;15;28;19;14;15;1;49;31;14;20;26;10;25;1;23;27;16;20;9;40;38;41;27;35;26;41;47;6;21;16;15;3;16;42;24;21
39;1;39;CAF;CAF-77;4;5;TRI;TRI-37;4;3;33;41;22;36;45;19;6;35;37;47;25;1;21;49;5;24;42;31;24;40;24;27;7;8;29;42;23;27;25;49;32;50;13;40;29;26;19;41;32;5
40;1;40;MOR;MOR-75;1;5;TRI;TRI-41;3;1;32;7;34;6;21;20;46;24;44;27;12;18;30;24;20;30;10;22;18;46;40;5;49;24;8;11;16;41;33;1;17;8;49;1;8;1;26;30;40;17
41;1;41;MOR;MOR-21;5;2;TRI;TRI-49;1;4;23;17;20;27;48;9;33;23;50;41;3;10;10;43;49;44;43;9;3;31;45;11;13;44;16;15;17;18;10;38;22;25;12;8;11;38;36;50;46;20
42;1;42;MOR;MOR-136;5;2;TRI;TRI-68;3;5;25;22;29;41;36;4;17;24;16;7;26;39;8;8;28;10;27;22;44;21;1;10;8;7;35;28;18;44;4;23;32;10;29;31;44;43;21;8;13;17
43;1;43;ORC;ORC-8;4;3;TRI;TRI-129;5;3;47;36;34;39;20;37;22;1;18;15;22;15;46;10;50;33;45;41;33;27;20;38;29;47;25;37;37;29;17;30;29;4;25;38;17;5;43;31;42;9
44;1;44;CAF;CAF-145;4;5;NEO;NEO-98;5;5;3;6;41;14;4;3;24;24;5;18;45;43;42;18;6;44;3;13;29;16;4;44;20;34;2;5;46;20;12;5;13;14;6;20;2;29;16;25;8;23
45;1;45;MOR;MOR-53;3;1;COP;COP-78;2;4;12;45;9;8;17;47;32;26;16;35;23;33;37;47;2;35;35;35;12;39;12;23;30;8;1;8;47;19;49;16;27;45;21;7;16;43;41;34;45;8
46;1;46;ORC;ORC-5;2;2;NEO;NEO-94;5;2;42;5;23;42;27;44;5;27;8;18;3;37;11;7;23;3;37;42;17;13;43;35;11;47;44;50;43;43;9;31;44;22;34;31;12;26;2;48;36;27
47;1;47;MOR;MOR-96;5;2;COP;COP-102;3;3;44;2;6;46;47;34;34;39;9;14;32;19;27;42;38;37;12;4;19;12;19;3;36;24;12;33;29;1;45;43;6;19;17;1;42;47;50;33;46;9
48;1;48;CAF;CAF-14;2;4;COP;COP-27;4;5;13;49;31;4;10;2;2;37;37;42;27;9;36;10;12;29;32;40;6;15;31;20;5;13;31;29;40;29;22;33;2;49;43;9;8;38;32;24;49;26
49;1;49;MOR;MOR-100;4;4;TRI;TRI-87;1;3;3;50;15;21;43;41;27;35;14;46;10;14;39;38;26;25;22;16;49;5;32;4;35;32;40;23;45;2;31;47;14;48;19;38;26;1;37;22;42;2
50;1;50;CAF;CAF-31;5;4;COP;COP-137;1;2;8;26;32;20;21;10;41;5;7;8;2;46;30;10;30;22;31;18;41;4;33;37;31;19;4;31;35;20;41;32;7;47;13;17;46;43;24;30;19;2
51;1;51;MOR;MOR-146;2;3;COP;COP-36;5;3;11;18;50;35;42;49;35;34;12;17;11;17;18;18;5;9;11;24;16;19;42;32;33;39;37;36;19;17;49;19;16;25;39;21;7;10;39;28;12;27
52;1;52;MOR;MOR-118;2;4;TRI;TRI-95;2;2;49;33;30;21;11;44;15;30;15;9;15;38;39;37;22;19;26;7;6;7;12;2;49;5;36;15;12;44;26;31;3;23;26;34;31;33;42;34;14;24
53;1;53;MOR;MOR-54;1;5;TRI;TRI-111;2;4;23;15;47;32;13;3;30;16;15;43;36;8;40;37;21;11;9;46;16;2;49;27;47;16;22;3;40;40;7;27;6;50;24;30;8;2;2;11;16;26
54;1;54;MOR;MOR-68;3;4;NEO;NEO-151;4;3;6;35;1;27;31;31;3;6;10;13;38;48;22;27;45;9;16;28;10;23;26;4;15;17;21;10;4;25;10;27;46;9;32;17;23;30;5;17;12;21
55;1;55;CAF;CAF-54;5;4;COP;COP-127;4;4;5;32;16;9;4;48;11;37;37;13;24;4;30;17;19;29;7;43;6;2;33;38;2;18;48;11;14;48;28;14;39;48;42;39;2;23;30;11;44;11
56;1;56;MOR;MOR-119;4;5;TRI;TRI-11;3;3;13;11;36;18;5;45;10;14;12;44;31;6;15;28;46;25;23;47;20;48;29;49;10;6;31;2;3;30;7;29;48;48;15;37;43;12;42;13;10;36
57;1;57;MOR;MOR-112;3;1;NEO;NEO-150;5;3;21;47;26;31;37;16;48;23;39;9;8;42;36;11;21;25;31;44;16;12;29;15;6;6;39;1;7;1;31;38;42;3;49;46;33;23;11;6;32;11
58;1;58;CAF;CAF-85;2;5;TRI;TRI-161;2;5;16;41;7;19;47;17;24;13;39;29;45;34;35;17;38;15;47;6;36;18;10;45;30;39;46;47;20;38;19;21;50;6;4;1;32;14;4;27;10;47
59;1;59;CAF;CAF-110;1;2;TRI;TRI-142;4;5;2;26;48;13;18;50;43;24;34;49;22;32;9;3;39;12;23;16;10;7;18;43;16;3;27;13;9;23;43;21;27;36;30;27;15;9;31;20;39;8
60;1;60;MOR;MOR-124;4;4;TRI;TRI-147;1;5;38;22;5;15;44;29;49;3;18;20;5;16;34;41;1;47;30;36;36;13;40;15;7;19;36;39;31;37;41;15;28;23;10;49;6;48;35;21;8;11
61;1;61;MOR;MOR-156;3;2;COP;COP-31;5;1;34;45;34;47;49;35;46;34;17;28;47;45;49;11;49;44;45;45;17;27;32;31;25;30;8;43;41;49;45;40;25;25;44;2;7;39;7;48;22;26
62;1;62;CAF;CAF-147;4;1;NEO;NEO-105;2;1;29;29;12;43;26;40;41;6;7;48;9;42;5;5;38;44;45;3;35;39;14;23;29;15;21;49;31;37;34;14;9;49;8;22;44;25;40;50;45;1
63;1;63;MOR;MOR-59;1;2;COP;COP-141;4;3;32;49;25;4;37;43;6;19;25;4;48;10;4;35;33;43;16;24;45;46;7;44;35;28;49;16;27;20;3;42;1;8;41;5;25;28;1;30;3;4
64;1;64;MOR;MOR-97;5;4;TRI;TRI-156;4;5;46;36;30;31;28;39;29;24;46;22;22;9;12;7;44;17;5;38;6;28;44;46;24;6;41;10;29;12;20;5;11;4;26;5;3;11;43;15;6;39
65;1;65;CAF;CAF-127;2;4;TRI;TRI-158;2;2;15;12;5;14;3;49;35;36;41;46;36;13;42;20;8;32;1;14;19;42;26;17;39;11;41;34;33;23;48;21;1;23;3;21;26;8;5;12;9;11
66;1;66;MOR;MOR-61;5;2;TRI;TRI-78;5;1;1;27;11;1;14;22;50;36;15;10;39;44;49;6;41;45;35;37;9;4;29;22;25;45;16;36;9;44;48;7;13;39;18;5;37;20;31;50;29;25
67;1;67;MOR;MOR-31;1;1;NEO;NEO-77;5;4;37;38;29;31;26;23;5;41;39;40;9;10;38;30;24;40;13;39;17;18;45;47;32;14;49;4;10;29;37;2;12;9;21;13;23;16;38;48;12;14
68;1;68;ORC;ORC-117;5;1;NEO;NEO-86;3;2;7;33;26;48;50;17;21;6;43;38;15;46;41;29;23;45;3;26;33;44;8;30;37;45;30;1;28;26;16;21;21;12;24;34;34;12;11;7;44;18
69;1;69;MOR;MOR-48;4;4;COP;COP-22;2;3;9;24;38;9;30;34;40;45;32;7;11;18;21;8;12;21;4;34;4;27;45;50;4;31;35;24;35;24;37;37;36;41;43;4;34;27;16;49;18;46
70;1;70;MOR;MOR-8;1;3;NEO;NEO-69;4;2;50;26;40;47;31;9;28;3;44;16;48;24;33;32;16;1;2;19;32;35;50;47;7;19;20;6;45;41;29;20;47;30;7;34;1;11;18;13;7;4
71;1;71;ORC;ORC-92;2;2;TRI;TRI-70;5;3;30;36;4;40;48;11;32;21;21;25;27;18;49;16;11;3;41;38;35;11;27;41;20;24;44;36;4;44;17;38;27;19;14;39;23;39;46;8;4;47
72;1;72;CAF;CAF-149;5;4;TRI;TRI-34;3;3;33;19;23;23;15;28;27;16;20;26;15;28;49;13;32;3;6;40;26;34;11;25;45;31;5;40;25;35;36;29;36;24;36;7;19;15;33;46;31;1
